text,label,önem derecesi
Altındağ Belediyesi Sokak Köpekleri Tehlikesi Battalgazi mh 998 sokaktaki köpekler tarafından saldırıya uğradım ve yaralandım da lütfen bu konu ile ilgili gerekli çözümleri sağlayın ben köpekler tarafından yaralanmak zorunda değilim sağlığımızı ve hayatımızı tehdit eder nitelikte acilen çözüm bulun...!,Sokak Hayvanları Tehditi,3
Altındağ Belediyesi Köpek Saldırılarına Çözüm Bulunmalı Altındağ ferudun çelik mahallesinde ikâmet etmekteyim mahallemizde köpek saldırıları her geçen gün artmakta belediyenin buna bir çare bulması gerekiyor işe gidip gelmekte zorlanıyoruz. Geç vakitlerde geldiğimde özellikle toplu halde oluyorlar gereğinin yapılmasını arz ediyorum.,Sokak Hayvanları Tehditi,3
"Altındağ Belediyesi Beşikkaya Mahallesi Sokak Köpekleri Çok Saldırgan Altındağ Hüseyingazi Beşikkaya Mahallesi ve Feridun Çelik mahallesinde çok fazla sokak köpeği var ve saldırganlar. Her sabah işe giderken köpek tehlikesi yüzünden yolda yürüyemiyorum ve geç kalıyorum. Belediyenin işi değil mi bu? Neden belediyemiz bunlarla ilgilenmiyor? Oy isterken mahalleleri teker teker dolaşıyorsunuz. Seçimler bitince neden dolaşıp sorunları tespit etmiyorsunuz? Neden köpekler sokakta başıboş gezip küçük çocuklara, mahalle sakinlerine saldırıyor? Lütfen en kısa zamanda bu köpeklerin mahallemizden toplanması için bir çözüm geliştirmenizi rica ediyorum. Artık mahalle sakinleri olarak bu durumdan çok rahatsız ve muzdaribiz.",Sokak Hayvanları Tehditi,3
Altındağ Belediyesi Köpek Sürüsü Ve Saldırıları 280. Sokakta oturuyorum köpekler fazla çoğalmasıyla (9 10 tane) mahallede bulunan vatandaşları özellikle çocukları kovalıyor bununla ilgili şikayet edildi lakin icraat yok! Az önce köpeklerin kovalamasıyla küçük kız çocuğuna araba çarpacaktı.,Sokak Hayvanları Tehditi,3
Altındağ Belediyesi Sıfır Atık İle İlgili Birim Altındağ Şerife Bacı Mesleki ve Teknik Lisesi Sıfır Atık Projesinden sorumlu müdür yardımcısıyım. Sıfır atık temizlik işlerini arıyoruz. Ancak telefonu hemen kapatıyorlar. Okulumuzdaki atık yağları teslim edeceğiz. Defalarca aramamıza rağmen aynı sorunla karşılaşıyoruz.,Belediye Hizmetleri,2
"Altındağ Belediyesi Gece Oluşan Gürültü Gece saat 24:00 den sonra bina izin altında dükkan açılarak eşya taşınıyor hafta da 2-3 kez gece araç geliyor ve sistemleri ya indiriyorlar ya da araca yüklüyorlar, gece geç saat ol asında dolayı ses çok fazla çıkıyor ve uykumuz dan uyanıyoruz ayrıca yüksek sesle de konuşmalar çabası.",Altyapı ve İmar,2
Altındağ Belediyesi İstinat Duvarı Çökme Tehlikesi Altındağ Karapürçek de bir binanın isdinat duvarı çökme tehlikesi var yağmurlardan dolayı risk daha fazladır. Önlem alınmasını rica ediyoruz. Çökme tehlikesi olan yer binadaki çocukların oyun alanlarıdır adres Karapürçek mh 340cd 24 numaralı binanın arka tarafı iki bina arası,Altyapı ve İmar,3
Altındağ Belediyesi Çevre Ve İbadethane Temizliği Peçenek mesire alanında piknik yapmaya ara sıra geliyoruz namaz kılmamız gerekiyor fakat mescitler temizlenmiyor çevre çöplük içinde mescitler ve çevre daha temiz tutulmalıdır şikayetimizi müdüre ilettik fakat müdür ben bir şey yapamam istediğiniz yere şikayet edin şeklinde cevap aldık. Lütfen gereken yapılsın Teşekkürler,Çevre ve Temizlik,1
Altındağ Belediyesi Sesten Rahatsızım Bıktım Artık Binanın en alt katında oturuyorum otoparka bakıyor camlarım binanın bütün çocuklarını buraya oynamak için yolluyorlar sesten durulmuyor evde oturamıyoruz uyarınca kavga çıkarıyorlar olay büyümeden lütfen bir çare bulun çocukların oynaması için boşuna park yapılmıyor. Otoparkta balkonumun önünde oynamak nedir,Altyapı ve İmar,1
Altındağ Belediyesi Borç Sorgulama Merkezine Bağlanamamak Altındağ belediyesini yarım saattir arıyorum zaten zor bağlanıyor ve bağlanınca açılıp kapanıyor. Zevkine aramıyoruz sonuçta işimiz var onun için arıyoruz çalışanlar dalga mı geçiyor. Acaba açmayıp çalıştıklarını mı sanıyorlar 444 39 19 numaralı telefon numarası bence boşuna iş görüyor diye tutuluyor. Baglanamayinca cenaze işlerine bağlandım sağ olsunlar hemen açtılar ama esas işimizi görecek kişiler açmıyor neden çalışıyorlar. Mesai mi doldurmaya çalışıyorlar,Belediye Hizmetleri,3
Altındağ Belediyesi 39 19 Hat İşini Yapmıyor Altında Belediyesi 444 39 19 hattı çalışanları nerede acaba yarım saat 1 saat arıyoruz telefon açılıyor direk kapatılıyor. İşini düzgün yapan insanlar koyun telefonların başına milleti mağdur etmeyin. Bu ne ya ara ara kimse yok madem çözüm yok böyle bir numarada olmasın en azından insanlar mağdur olmaz...,Ulaşım ve Trafik,2
Altındağ Belediyesi Yunus Emre Kültür Merkezi! Altındağ Yunus Emre hanımlar lokaline üyeyim spor etkinliklerine katılıyorum fakat bulunduğumuz kata erkekler de alınıyor bu durum beni çok rahatsız ediyor. Hanımlar lokaline erkeklerin alınması hiç hoş değil ve yakışık almayan bir durum lütfen konu ile ilgilenmenizi rica ediyorum!,Belediye Hizmetleri,3
"Altındağ Belediyesi İmar İstimlak Müdürlüğü Altındağ Belediyesi başkanlığına Kale Mahallesi de bulunan 106 numaralı gecekondunun tapu tahsis belgesi ve yapı kayıt belgesi mevcut ama buna rağmen evimizi belediye olarak yıkma kararı alıyorsunuz. Neye istinaden? Belediyede evraklarım mevcut ama hiç bilgi vermiyorsunuz. İnsanları mağdur ve nefret ettiriyorsunuz. Bu nasıl bir belediyecilik sistemi? Seçim zamanı gelince boş laflarla vaatler veriyorsunuz, evimizi yıktırmak istemiyoruz maddi durumumuz yok.",Altyapı ve İmar,3
"Altındağ Belediyesi Personelin Görevini Yapmaması Gayrimenkul değerleme uzmanıyım ve belediyenize başvuru yaparak sistem üzerinden dosya alıyorum. Dün yapmış olduğum 6220 numaralı başvuruda mimari proje eksik gönderilmiş ve bugün eksikliğin giderilmesi için belediyenizi aradığımda adının Ş***k*** olduğunu öğrendiğim personeliniz, k*** Beyi beklemem gerektiğini, işlerinin çok yoğun olduğunu beyan ederek eksikliği gidermedi. Biz o dosyayı alabilmek için 150 TL para yatırdık ve başvuru tarihi itibariyle tüm işlerden önce yapılması gereken ve hatalı yapılmış işlem olmasına rağmen, personeliniz düzeltmek istemedi. Konuyla ilgili altın masayı aradığımda buradaki personel de şikayet kaydı aldığını söyledi ama herhangi bir dönüş olmadı.",Belediye Hizmetleri,3
Altındağ Belediyesi GOP Veteriner Klinigi 2017 den beri gittiğim veteriner GOP vet kliniği adında klinik açınca bende güvendim yeni yerine gitmeye başladım sürekli sen eski müşterimsin diye diğerlerinden 3 kat fazla almaya başladılar saygıları yok ayrıcalıklı müşterileri var sen köşede itilip oturuyorsun bu da yetmez gibi hakaretler bir yıldır hasta kedimin bir ayda çözülecek sorununu git gel her seferinde fazla para alabilmek için ağırdan aldılar başka veteriner 15 günde sorunu halletti bir daha önünden bile geçmem fiyatlar korkunç pahalı.,Belediye Hizmetleri,3
"Altındağ Belediyesi Kütüphane Çok Gürültülü Aydınlıkevler kütüphanesi çocuk kaynıyor asla susmuyorlar çalışan hiçbir şey demiyor, kendileri de konuşuyor. Üniversite sınavına veya KPSS ye hazırlanan birçok kişi var, çok rahatsız oluyoruz. El atılsın, buna küçükler, en baştaki odaya girsin, peyami safa, behçet necatigil e falan girmesin. Bir düzenleme gelsin, aynı millet kütüphanesi gibi, lütfen çok muzdaripiz evde ses burada daha çok ses.",Belediye Hizmetleri,2
"Altındağ Belediyesi Çok Sayıda Köpek Saldırısı Karapürçek 272. CD de oturuyorum çok sayıda köpek var. Lütfen yardımcı olun. Gerekli birimlere şikayet edildi, ama hala ilgilenen yok. Bir sefer daha ilgilenilmezse, gerekli birimlere şikayet edilecek. Bu konu hakkında geri dönüş almayı, çok istiyorum.",Sokak Hayvanları Tehditi,3
Altındağ Belediyesi Halısaha Zemini Çok Kötü Beşikkaya halısaha zemini gerçekten çok kötü olduğu için lütfen gerekeni yapılmasını arz ederiz. Her gün birinin ayağı kırılıyor halkımız bu durumdan gerçekten çok şikayetçi ve bizde bildirmek istiyoruz. Lütfen yardımcı oluyorsanız seviniriz. En kısa sürede gereken yapılmasını arz ederiz,Altyapı ve İmar,3
Altındağ Belediyesi Güneşevler 47. Cadde Sokak Köpekleri Güneşevler Mahallesi 47. Cadde sokak köpeklerinin sayısının fazla olması insanı tedirgin ediyor ve gece boyunca uyutmuyorlar lütfen belediye olarak ilgilenin. Sabah işe ve okula giden insanlar için ciddi tehdit olmaya başladı insanlar akşam çocuklarıyla parka gitmeye endişe ediyor,Sokak Hayvanları Tehditi,3
"Altındağ Belediyesi Müteahhidin Yüzünden Evimde Elektriksiz Oturuyorum. Benim dairemin su ve doğalgaz aboneliği var iskansız olduğu için elektrik aboneliği alamadım. Müteahhit 15 daireye şantiye elektriğini veriyor bana vermiyor. Elektrik olmadığı için kombimi çalıştıramıyorum. Çocuklarım soğuktan hasta olacaklar. Mağdur durumdayım siz büyüklerimden bu konuyla ilgili müdahale etmelerini istiyorum. Anayasaya göre 5784 sayılı kanunun 25. Maddesi ile 3194 sayılı imar kanununa eklenen geçici 11. Maddeyle, yapı ruhsatı bulunan; ancak, gerekli koşulları yerine getirmediği için “iskân” yani oturma izni bulunmayan binalara elektrik ve su bağlanmasının yolu açılmıştır. Su ve dogalgaz aboneliği olan meskenlere geçici elektrik aboneliği veriliyor. Bu konuyla ilgili acil dönüş yapmanızı rica ediyorum. GSM: 0533********58 Başpınar Mahallesi 1681. Sokak 9/25 Altındağ Ankara",Belediye Hizmetleri,2
Altındağ Belediyesi Tapu Müdürlüğü! Sorulan sorulara kesinlikle cevap alınmıyor. Telefonlar sürekli meşgul. İkinci telefon çalıyor açan yok. Zor bela ulaşabildiğimizde de azarlanarak ya da baştan savma kelimelerle geri dönüyoruz. Kurum içinde durum aynı. Çalışanlar saygısız ve oldukça kaba.,Belediye Hizmetleri,2
"Altındağ Belediyesi Sarıçam Sokakta Asfalt Çökmesi Siteler, Sarıçam sokakta yaklaşık 500 metrelik ana caddede ( Malazgirt camii ile CMK grup inşaat onu) asfalt çökmesi yaşanıyor. Sırma taksi ile Samsun yolu arasında. Araçlarla zor geçiyoruz. Günlerdir bir Allah’ın yetkili kulu çözüm üretmiyor. Lütfen bir an önce çözüm bulunsun.",Altyapı ve İmar,3
"Altındağ Belediyesi Cemre Parkında Kirlilik Altındağ, güneş evlerde oturuyorum. Cemre parkını yenilemişsiniz, sağ olun da şimdi eskisinden de beter olmuş, bekçi yok, küçücük park kir içinde, tuvaletler kapalı olduğundan, her sıkışan bir köşede tuvaletini yapıyor, okuldan çıkan gençler herkesin gözü önünde bakamayacağımız manzaralar sergiliyor. İnanın esef duyuyorum, acilen bir bekçiye ihtiyaç var, bilginize.",Çevre ve Temizlik,1
Altındağ Belediyesi Sokak Hayvanları Artık Can Sıkmaya Başladı Başpınar Mahallesi 1686 cadde başpınar sağlık ocağı yanı. Her akşam mahallemizdeki parka en az 20 köpek birleşip geliyor ve insanlara saldırıyor. Ne olursunuz bir çözüm bulun. Havlamalarından geceleri uyuyamıyoruz. Bebekler sesten korkup uyanıyorlar. Lütfen bir çözüm bulun. ,Sokak Hayvanları Tehditi,3
"Altındağ Belediyesi Sokak Köpeklerinin Toplanması Altındağ Hasköy yıldıztepe Mahallesi, hicaz caddesinde ikamet ediyorum. Mahallemizde aşırı çoklukta ve bir çoğu saldırgan olan sokak köpeği mevcut, çocuklarımız ve biz mahallede artık nefes alamaz dereceye geldik. Lütfen gereğinin yapılmasını köpeklerin toplanmasını rica ediyorum.",Sokak Hayvanları Tehditi,3
Altındağ Belediyesi Altındağ Spor Salonu Kayıt Altındağ spor salonunda aşırı kalabalık var her gün birileri kayıt oluyor. Dolap bulamıyoruz. Akşam 21.00 dan sonra sular soğuk akıyor duş alamıyoruz. Akşam 20.00 da aracıma park yeri bulamıyorum. Girişte dolap bulamayıp başkalarının dolabı bırakmasını bekliyoruz,Belediye Hizmetleri,1
"Altındağ Belediyesi Pazar Çalışanları Araçları Örnek Mahallesi, babür Caddesi Ziraat caddesinin kesiştiği noktada bulunan kamyonetle alakalı defalarca yaptığımız şikayeti önemsemeyip ekip bile göndermediğinize mi laf edeyim yoksa telefonlarda ki saygısız kişilere mi? Bahsettiğim noktada pazar araclari transfer yapıyor ve sizde bundan para alıyorsunuz sesinizi çıkar mıyorsunuz. Burada trafik oluşturmaları mi çıkardıkları sesleri mi etrafı kirletmesine mi yazayım bilemiyorum büyükşehire şikayette bulunmak gerek sanırım Altındağ ilgilenmiyor çünkü.",Ulaşım ve Trafik,1
Altındağ Belediyesi Hasköy Güneşevler Mah. Yolları Güneşevler mahallesinde oturuyorum. Güneşevler mahallesindeki bütün sokak yolları yıllardır hiçbir bakım yapılmadığı için çok bozuk ve her taraf çukur tümsek ve çok kullanışsız. Belediyemiz buraya ne zaman el atacak acaba. Buralar Ak partiye en çok oy çıkan ve en çok ihmal edilen yerler maalesef.,Altyapı ve İmar,2
Altındağ Belediyesi Köpeklere Çözüm Yolu Bulmanız 3 hafta önce yine aynı olaydan dolayı şikayet etmiştim sağ olsunlar çok ilgilendikleri için yine yazmak istedim. Bu köpekler hâlâ burada mahalleyi mesken tuttu işe gidemiyoruz. Karşıdan karşıya geçeceğim geçemiyorum benim mahallemde benden rahat. Artık bir çözüm yolu bulun ya da geliştirin. Altındağ gelişiyor diyorsunuz itlerden gelişemiyor.,Sokak Hayvanları Tehditi,3
"Altındağ Belediyesi Hızırreis Caddesi Kasis İstiyor Merhaba ben Altındağ örnek Mahallesi hızırreis Caddesi d 31. Blok 6/a 497 numaralı binada oturuyorum. Samsun yoluna yapılan yol bizim için ulaşım yönünden çok kolay ve rahatlatıcı oldu öncelikle teşekkür etmek istiyorum Şikayetime gelince bizim buradakilerin toplu şikayetidir özellikle sabahları olmak üzere günün her saatinde hızırreis Caddesi çok yoğun oluyor ve araçlar gerçekten hızlı geçiyor, hepimiz yoldan geçmekte zorlanıyoruz. Bugün de yolda küçük çocuklar ezilme tehlikesi geçirince yazmak istedim. Hızırreis caddesine koyabileceğiniz en çok sayıda Kasis rampası istiyoruz. Meltem Dönergöz 5413****19 Not: imza gerekirse hemen toplayabiliriz Bilgilendirmenizi rica ediyorum. Saygılarımla teşekkürler...",Ulaşım ve Trafik,1
"Altındağ Belediyesi, Başıboş Sokak Köpekleri Toplaması İçin Yazıyorum Gültepe mah. 757 sk. Altındağ/Ankara bulunduğum adresidir. Sokaktaki başıboş köpeklerden dolayı burada oturmaktan nefret etmeye başladım, gündüz gece onların havlamasıyla ne çalışabiliriz ne de uyabiliriz. Üstelik bu sokaktan ve yanındaki sokaktan geçen yayaya, arabaya veya motosiklete saldırıyorlar, akşam 7 den sonra dışarı çıkmayı cesaret edemiyoruz bile.Altındağ Belediyesi bu köpekleri bir an önce bir çözüm üretmesi lazım.",Sokak Hayvanları Tehditi,3
"Altındağ Belediyesi Sokak Köpekleri Toplansın Altındağ / Ankara Gültepe mah. 741 sk. 'ten yazıyorum mahallemizde başıboş köpekler yüzünden gitmekte sokağa çıkmakta zorluk yaşıyoruz. İnsanlara saldırıyorlar, özellikle akşamlarda birkaç gün önce bir çocuğa saldırdılar, acil bir şekilde alınmasını istiyoruz.",Sokak Hayvanları Tehditi,3
Altındağ Belediyesi Sürü Halinde Dolaşan Sokak Köpekleri Sürü halimde dolaşan sokak köpekleri mahalleyi sardı. Akşam 5 den sonra herkes evine kapanıyor. Şu an karanlık bahçelerde saklanan bir sürü köpeğin uğultusu geliyor. Evlerde uyulmuyor bile o kadar fazlaki. Aydınlıkevler Türk-İş blokları fikir sokakta oturuyoruz Bahçeli siteler olduğundan ve aydınlatma buralarda yetersiz olduğundan bahçelere saklanıyorlar sayıları her gün artıyor ne olur. Başımıza bir şey gelmeden yardımcı olun vebali büyük olur!,Sokak Hayvanları Tehditi,2
Altındağ Belediyesi Komsunun Kombi Yakmaması Ben beşikkaya da oturuyorum alt komsu kombi yakmıyor ve zamlarla birlikte gelen fatura beni çok zorluyor evimi ısıtamıyorum bunun için nasıl bir yol izlememiz lazım bize bir yardımcı olur musunuz. Lütfen bir yol göstermenizi rica ediyorum. Teşekkür ederim,Belediye Hizmetleri,3
Altındağ Belediyesi Altındağ'da Sokak Köpekleri Barınaklara Alınmalı Sabahın erken saatlerinde hava karanlıkken işe ve ya da okula gitmek zorunda olan insanlar sokak köpekleri yüzünden rahatça hareket edemiyor. Bazıları insani görünce saldırmaya basliyor. Acilen buradaki köpeklerin toplanım barınaklara verilmesi gerek.,Sokak Hayvanları Tehditi,3
Altındağ Belediyesi'nin Yardım Konusunda İlgisizliği Belediyeye yardım başvuru yapalı çok uzun süre oldu ne arayan ne de soran oldu insan olumlu olumsuz bir cevap verir eşim hükümlü 3 çocuğum var Altındağ Belediyesi çok duyarsız veysel tiryaki böyle değildi oy istemeye gelince kapımızdan telefondan eksik kalmıyorsunuz bir de telefon açtığımızda personel dövecek gibi konuşuyor.,Belediye Hizmetleri,2
Altındağ Belediyesi Sokak Köpekleri İçin Merhaba Sokağımızdaki köpeklerden dolayı çocuklar sokağa inemiyor. Okula giderken de aynı sıkıntıyı yaşıyoruz birinin canı yandıktan sonra yapılan hizmetin bir anlamı olmaz. Bir an önce bir çözüm üretmemiz lazım. Çalışmalarınızda kolaylık diliyorum... Beşikkaya Mahallesi 1907 sokak no 3 civarı,Sokak Hayvanları Tehditi,3
Altındağ Belediyesi Köpek Saldırısı Sonucu Yaralandım Bugün her zamanki gibi gençlik parkından Sıhhiye'ye doğru yürüyüşe çıkmıştım dört köpek çıktı karşıma çok büyük köpeklerdi hiçbir irite edici hareket yapmadığım halde içlerinden bir tanesi yanımdan geçtiği sırada aniden üst sol kolumu ısırdı ve pençeleri ile çizdi daha önce böyle bir şey olmamıştı her gün aynı yolu yürürüm oysa 16.01.2022 pazar günü öğleden sonra zar zor hastaneye ulaştım ve aşılarımı oldum kolumda morluklar ve derin sıyrıklar oluştu bu köpekler ile ilgili bir şeyler yapılması lazım yolda yürüyemez olduk.,Sokak Hayvanları Tehditi,3
Altındağ Belediyesi Millet Bahçesi Yemek Yeri Şikayeti Altın mekan millet bahçesinin içerisindeki mekanda yemeğe geldik misafirlerimi getirdim böyle bir şey olmaz rezil oldum kontrol ediniz lütfen porsiyonlar çok küçük beyaz ve kırmızı et söyledik insan doymaz kuş yemi kadar geldi etler.,Belediye Hizmetleri,3
Altındağ Belediyesi Fotokopi Ücreti Çok Fazla Alınmakta Fotokopi ücreti sayın başkanım bütün kitapçılarda fotokopi ücreti olarak 2 TL alınmakta fiş istediğimiz zamanda verilmiyor. Alınan ücret çok fazla lütfen bunların denetimini sivil zabıtalara yaptırın bizim mecburen çocuklarımıza çektirmek olduğumuz fotokopi ücreti bizi zor durumda bırakmakta Keçiören Atapark son durakta oturmaktayım. Bütün kitapçılarda ücret aynı,Belediye Hizmetleri,1
"Altındağ Belediyesi Köpeklerin Toplatılması Belediyelerin İlgisizliği Battalgazi Mahallesi çevresi (Bostancık önder Ulubey Alemdağ Çamlık vs) başıboş saldırgan grup halinde gezen sokak köpeklerinin çoğalması, özellikle bir senedir çözülmemesi 15 dakika market eczane gidiyorsunuz en az 15 tane köpek görüyorsunuz. Sokakta gezmeye korkar olduk. Bir insan ortalama günde en az bir saat bile dışarı çıksa 50 tane görür. Köpeklerin üremesi hızlıdır ve çoktur. İnsan sayısından çok köpek sayısı var. Çözüm bulunacağına da benzemiyor yasal haklarımı sonuna kadar kullanacağım sabrıyla oynamayın Altındağ insanının.",Sokak Hayvanları Tehditi,3
Altındağ Belediyesi Doğantepe Köpek Sorunu Köpekler yüzünden dışarı çıkamaz olduk artık daha biraz önce kovaladılar artık bir çaresine bakılmalı illa birinin canımı yanması gerekiyor bu sizin çocuğunuz ya da bir tanıdığınızda olabilir artık bir şeyler yapılsın. Kimsenin canı yanmak zorunda değil.,Sokak Hayvanları Tehditi,3
Altındağ Belediyesi Başıboş Köpeklerin Toplanması Doğantepe Mah. 1315 sokak takı başıboş köpeklerin bir an önce toplanmasını istiyorum. 2 gün içerisinde 2 çocuğumuza saldırdılar. Mahalleli olarak çocuklarımızı dışarı gönderemiyoruz. Bir an önce önlem alınmasını istiyoruz. Yetkili birimlerinizi yönlendirin.,Sokak Hayvanları Tehditi,3
Altındağ Belediyesi Kaldırım Çalışması Yapılması Feridun çelik Mahallesi 17** cadde *numaralı apartmanda oturuyorum binamız yaklaşık 3 yıllık defalarca aramanıza rağmen bir türlü bina onu yolu ve kaldırımı yapılmadı. Ne gelen ne de konu hakkında dönüş yapan var.,Altyapı ve İmar,2
Altındağ Belediyesi Köpek Saldırısı Çocuklar Tehlikede Bu sokak köpekleri yine çocuğa saldırmışlar ısırmış bir önlem alın arkadaş ATO ilkokul yani geçen haftalarda komşumuza saldırmış çocuklu anneler okula çocuğunu götürmeye korkuyor. Bir önlem alın artık yaşlı bir kadın bekliyormuş köpeklerde alışmış o mahallerde gitmiyor.,Sokak Hayvanları Tehditi,3
"Altındağ Belediyesi ,Altınpark Bölgesindeki Köpek Sürüleri! Altındağ da güneşevler mah. Yosun sokakta ikamet etmekteyim. Hemen yanımızda Ankara'nın en büyük parklarından birisi olan Altınpark var. Altınpark'ta o kadar çok köpek yuvalanmış ki. Yaz mevsimlerinde zaten artık parkı kullanmıyoruz. Onu geçtim artık çocuklarımızı okula dahi götürürken korkuyoruz kopek sürüsü karşımıza çıkmasın diye. Yani parkta israf oluyor kopeklerden dolayı kimse gitmiyor artık oraya da. Belediye başkanından artık bir çözüm istiyoruz. Belediyeye ve altınpark güvenliğine yaptığımız şikayetlerde sürekli hayvanlarin küpesinin olduğu ve kısırlaştırılmış olduğu söyleniyor ama bu maalesef suru halinde gezen bu kopeklerin saldırma potansiyelini ortadan kaldırmıyor.",Sokak Hayvanları Tehditi,3
"Altındağ Belediyesi Köpek Saldırısı Ankara'nin göbeğinde köpeklerden çocuklarımızı okula dahi gönderemiyoruz. Buna bir care bulunsun. İlla bir çocuk mu ölmesi gerekiyor? Bugün o çocuğun korkusu sağlığından endişe edilirken, bu bizim mahalle de her gün oluyor. Okul bölgesinde böyle bir şey bir de. Altındağ 1329. Sokak ATO 65. Yıl ortaokulu çevresi. Bir an önce toplanması için bir şeyler yapın.",Sokak Hayvanları Tehditi,3
Altındağ Belediyesi Sokak Köpeklerinin Toplanması Köpekler saldırıyor evin önünde okula ve başka yere giderken geçemiyorum iskitler samanyolu Caddesi köpeklerin toplanmasını rica ediyoruz sabahın 6 tında başlıyorlar bitmek bilmiyor geçen okuldan dönerken kovaladı ağaçtan inemedim her Allah'ın günü saldırıyorlar bakkala bile zor gidiyoruz.,Sokak Hayvanları Tehditi,3
Altındağ Belediyesi Sokakta Köpek Dolu Beşikkaya Mahallesi 2**0. Cadde Altındağ Ankara'da aşırı köpek var ve dışarı çıkınca korkuyoruz. Bir an önce bu civarlardaki köpeklerin toplanmasını istiyorum. Her yer dolu. En az 20 köpek var grup dolaşıyorlar ters bir durumda saldırma olabilirsiniz.,Sokak Hayvanları Tehditi,3
"Altındağ Belediyesi Spor Salonu Kaydı! Ulubey Mahallesi'nde oturuyorum bir aydır bir spor salonu kursuna kayıt olmak istiyorum, hiçbir kurumunuz benim kaydımı yapmıyor. Biri Mevlana Kültür Merkezine kayıt yaptıracaksınız eviniz oraya yakın biz kaydınızı alamayız diyor gidiyorum öbürü Hacı Baki Kültür Merkezine diyor oraya gidiyorum Şair Baki Kültür Merkezi'ne diyor.",Belediye Hizmetleri,2
Altındağ Belediyesi Mağduruz Yüzde kırk engelliyim ameliyatlıyım. Mağdurum. Altın masaya başvurdum evde 7 kişiyiz oğlum gelin engelli yüzde elli üç oğlanda engelli çocuklara bez alamıyoruz. Mağduruz.,Sosyal Yardımlar,3
Altındağ Belediyesi Yollardaki Kapatılmayan Çukurlar Sayın Başkan evlerden vergi almasını biliyorsunuz yollardaki çukurları kapatın arabamın lastiği yarıldı bunun bedelini kim ödeyecek çukur açılır ama kapatılsın Önder Mahallesi sitelerin girişi bunun gibi birçok yer var ne zaman yapmayı düşünüyorsunuz. Arabalarımıza verilen zararın haddi hesabi yok,Ulaşım ve Trafik,2
Altındağ Belediyesi 15-20 Adet Köpek Baraj Mah. Selçukbey Cad. En az 15 20 köpek var ve hepsi de saldırgan özellikle çocuklara saldırıyorlar. Bulunduğumuz alanda 2 adet ilkokul var ve herkes şikayetçi bir an önce bir çözüme kavuşursa çok iyi olur. İnşallah çözüm gelene kadar kimseye zarar vermezler.,Sokak Hayvanları Tehditi,3
Altındağ Belediyesi Sokak Köpekler Saldırıları Ankara Altındağ Karapürçek mahallesinde oturuyorum 406 nci cadde ve 408 7nco sokak ilerisinde bir sürü başıboş köpekler var ve saldırıyorlar işe gitmeye korkar oldum işe sabah 5. Q0 geçe çıkıyorum kaç kere saldırdılar can güvenliği ve Altındağ Belediyesi hiç yardımcı olmuyorlar.,Sokak Hayvanları Tehditi,3
Altındağ Belediyesi Tertip/düzen Ve Temizlik Bakımsız pis ve düzensiz olan 659 ncu caddemiz: Görüntü ve çevre kirliliği sebebiyle sağlık açısından da çok büyük tehlike arz etmekte olup binamız önü AŞTİ'yi geçmiş durumdadır. Bu itibar ile çalışmalarını takdir ve tebrik ettiğimiz belediyemizin apartmanlar önünün eski haline tekrar küçük bahçecikler ve oturma alanlarına çevrilmesini/düzenlenmesini ve günlük temizlenmesini talep ve şikayet ediyorum Arz ederim... Saygılarımla Şimşek apartman sakini f. Kurtuluş Not. Apartman önlerindeki alan güzel yeşillik ve oturma gruplarına çevrilmez ise geri dönülmesi çok zor bazı kişilerce anlamsız/yersiz başka kullanım alanına çevrilmekte olduğunu da bilgilerinize...,Çevre ve Temizlik,1
"Altındağ Belediyesi Kaç Kere Söylenmesine Rağmen Asfalt Atmıyorlar. Kaç kere yıldıztepe özel eğitim uygulama okulunun yan tarafına asfalt atın dememize rağmen asfalt atmıyorlar. Yağmurlu, karlı, çamurlu günlerde çok zorlanıyoruz. 10dan fazla kez söylememize rağmen hiçbir şey yapılmadı. Bir an önce yardımcı olmanızı istiyoruz.",Altyapı ve İmar,1
Altındağ Belediyesi Köpeklerin Bir An Önce Toplanması Lazım! Güneşevler Mahallesi 122 Sokakta ve Güneşevler ilköğretim okul etrafında köpekler sürü halinde sabaha kadar geziyorlar sabah çocuklarımız okula gidemiyorlar köpeklerden korkuyorlar. Düzenimiz bozuldu lütfen rica ediyorum yetkililerden bunlara bir çare istiyorum hayvan barınaklarına toplanırsa bizi çocuklarımızı mutlu edersiniz.,Sokak Hayvanları Tehditi,2
"Altındağ Belediyesi Emlak Vergisi Tapu devrini 24.11.2021 tarihinde 561528 sicil no: emlak vergi borcunuz 258,70 TL dir diye bir mesaj aldım Altındağ belediyesinde bulunan dairemin tapu devrini 10.03.2020 tarihinde yaptım ve emlak borcunu kapatmadan zaten tapu devri yapılamıyor. 2 gündür Altındağ Belediyesi emlak müdürlüğü ile iletişime geçmek için 4443919 defalarca telefonla aradım 20-25 dakika bekletildim ve hattan düştüm 03125070040 numaralı telefon ise 5-6 defa aradığım halde cevap vermedi bu konuda tarafıma bilgi verilmesini talep ediyorum.",Belediye Hizmetleri,3
